City,Province,Latitude...3,Longitude...4,full_address,Latitude...6,Longitude...7
St-Romuald,Quebec,NA,NA,"St-Romuald, Quebec, Canada",46.7565684,-71.2378772
St-Sauveur,Quebec,NA,NA,"St-Sauveur, Quebec, Canada",45.894309,-74.158058
St-Sauveur-des-Monts,Quebec,NA,NA,"St-Sauveur-des-Monts, Quebec, Canada",NA,NA
St-Simeon,Quebec,NA,NA,"St-Simeon, Quebec, Canada",47.8444773,-69.8779453
St-Simon-de-Bagot,Quebec,NA,NA,"St-Simon-de-Bagot, Quebec, Canada",45.7349871,-72.8723453
St-Simon-de-Rimouski,Quebec,NA,NA,"St-Simon-de-Rimouski, Quebec, Canada",48.203168,-69.046326
St-Sylvere,Quebec,NA,NA,"St-Sylvere, Quebec, Canada",46.2334533,-72.224102
St-Sylvestre,Quebec,NA,NA,"St-Sylvestre, Quebec, Canada",46.363515,-71.226768
St-Theophile,Quebec,NA,NA,"St-Theophile, Quebec, Canada",45.9359594,-70.4862313
St-Thomas-d`Aquin,Quebec,NA,NA,"St-Thomas-d`Aquin, Quebec, Canada",45.6495172,-72.9942462
St-Timothee,Quebec,NA,NA,"St-Timothee, Quebec, Canada",45.2898118,-74.0416901
St-Tite,Quebec,NA,NA,"St-Tite, Quebec, Canada",46.7285322,-72.5646675
St-Tite-des-Caps,Quebec,NA,NA,"St-Tite-des-Caps, Quebec, Canada",47.141628,-70.771179
St-Ubalde,Quebec,NA,NA,"St-Ubalde, Quebec, Canada",46.755857,-72.268753
St-Ulric,Quebec,NA,NA,"St-Ulric, Quebec, Canada",48.7881708,-67.6961193
St-Urbain,Quebec,NA,NA,"St-Urbain, Quebec, Canada",47.5577153,-70.5397546
St-Victor,Quebec,NA,NA,"St-Victor, Quebec, Canada",46.148205,-70.905075
St-Wenceslas,Quebec,NA,NA,"St-Wenceslas, Quebec, Canada",46.166279,-72.325058
St-Zacharie,Quebec,NA,NA,"St-Zacharie, Quebec, Canada",46.126556,-70.363998
St-Zenon,Quebec,NA,NA,"St-Zenon, Quebec, Canada",46.561929,-73.818169
St-Zephirin,Quebec,NA,NA,"St-Zephirin, Quebec, Canada",46.0588454,-72.6259541
St-Zotique,Quebec,NA,NA,"St-Zotique, Quebec, Canada",45.2425481,-74.2477841
St. Alban`s,Newfoundland,NA,NA,"St. Alban`s, Newfoundland, Canada",47.8764525,-55.8472191
St. Albert,Alberta,NA,NA,"St. Albert, Alberta, Canada",53.633239,-113.628845
St. Ambroise de Chicoutimi,Quebec,NA,NA,"St. Ambroise de Chicoutimi, Quebec, Canada",48.4403022,-71.0647839
St. Anthony,Newfoundland,NA,NA,"St. Anthony, Newfoundland, Canada",51.3653968,-55.5919335
St. Basile de Portneuf,Quebec,NA,NA,"St. Basile de Portneuf, Quebec, Canada",46.7565352,-71.8248449
St. Benedict,Saskatchewan,NA,NA,"St. Benedict, Saskatchewan, Canada",52.5673982,-105.3916384
St. Bernard de Dorchester,Quebec,NA,NA,"St. Bernard de Dorchester, Quebec, Canada",NA,NA
St. Bernard`s-Jacques Fontaine,Newfoundland,NA,NA,"St. Bernard`s-Jacques Fontaine, Newfoundland, Canada",47.5241092,-54.9218921
St. Brendan`s,Newfoundland,NA,NA,"St. Brendan`s, Newfoundland, Canada",48.858049,-53.6430189
St. Bride`s,Newfoundland,NA,NA,"St. Bride`s, Newfoundland, Canada",46.9216906,-54.1714273
St. Brieux,Saskatchewan,NA,NA,"St. Brieux, Saskatchewan, Canada",52.635293,-104.8905848
St. Catharines,Ontario,NA,NA,"St. Catharines, Ontario, Canada",43.1579812,-79.2441003
St. Charles,Ontario,NA,NA,"St. Charles, Ontario, Canada",46.363041,-80.417175
St. Claude,Manitoba,NA,NA,"St. Claude, Manitoba, Canada",49.658114,-98.343383
St. Clements,Ontario,NA,NA,"St. Clements, Ontario, Canada",43.5230932,-80.6520331
St. Come de Kennebec,Quebec,NA,NA,"St. Come de Kennebec, Quebec, Canada",NA,NA
St. Davids,Ontario,NA,NA,"St. Davids, Ontario, Canada",43.1583943,-79.1022787
St. Edouard de Frampton,Quebec,NA,NA,"St. Edouard de Frampton, Quebec, Canada",46.463403,-70.807571
St. Fabien de Rimouski,Quebec,NA,NA,"St. Fabien de Rimouski, Quebec, Canada",48.2950199,-68.8678927
St. Ferdinand d`Halifax,Quebec,NA,NA,"St. Ferdinand d`Halifax, Quebec, Canada",NA,NA
St. Fidele,Quebec,NA,NA,"St. Fidele, Quebec, Canada",47.7373929,-69.9946923
St. Francois Xavier,Manitoba,NA,NA,"St. Francois Xavier, Manitoba, Canada",49.911977,-97.539082
St. Gabriel de Rimouski,Quebec,NA,NA,"St. Gabriel de Rimouski, Quebec, Canada",48.422821,-68.174286
St. Gedeon de Beauce,Quebec,NA,NA,"St. Gedeon de Beauce, Quebec, Canada",45.853434,-70.641747
St. George,New Brunswick,NA,NA,"St. George, New Brunswick, Canada",45.1275604,-66.8269836
St. George,Ontario,NA,NA,"St. George, Ontario, Canada",43.6686081,-79.398161
St. George`s,Newfoundland,NA,NA,"St. George`s, Newfoundland, Canada",48.429375,-58.4762549
St. Gregoire de Nicolet,Quebec,NA,NA,"St. Gregoire de Nicolet, Quebec, Canada",NA,NA
St. Gregor,Saskatchewan,NA,NA,"St. Gregor, Saskatchewan, Canada",52.1777319,-104.827093
St. Henri de Levis,Quebec,NA,NA,"St. Henri de Levis, Quebec, Canada",46.6915807,-71.0665313
St. Honore,Quebec,NA,NA,"St. Honore, Quebec, Canada",48.5333057,-71.0856828
St. Isidore de Prescott,Ontario,NA,NA,"St. Isidore de Prescott, Ontario, Canada",45.3816961,-74.9036951
St. Jacobs,Ontario,NA,NA,"St. Jacobs, Ontario, Canada",43.5329613,-80.5546355
St. Jacques-Coomb`s Cove,Newfoundland,NA,NA,"St. Jacques-Coomb`s Cove, Newfoundland, Canada",47.4395044,-55.601947
St. Jean Baptiste,Manitoba,NA,NA,"St. Jean Baptiste, Manitoba, Canada",49.2656096,-97.3408438
St. John`s,Newfoundland,NA,NA,"St. John`s, Newfoundland, Canada",47.5646794,-52.7066964
St. Laurent,Manitoba,NA,NA,"St. Laurent, Manitoba, Canada",50.462625,-97.8203767
St. Lawrence,Newfoundland,NA,NA,"St. Lawrence, Newfoundland, Canada",46.9154758,-55.3942687
St. Lazare,Manitoba,NA,NA,"St. Lazare, Manitoba, Canada",50.45,-101.3
St. Leon De Chic.,Quebec,NA,NA,"St. Leon De Chic., Quebec, Canada",NA,NA
St. Leonard,New Brunswick,NA,NA,"St. Leonard, New Brunswick, Canada",47.1651978,-67.9244707
St. Lewis,Newfoundland,NA,NA,"St. Lewis, Newfoundland, Canada",52.3706213,-55.6889458
St. Louis,Saskatchewan,NA,NA,"St. Louis, Saskatchewan, Canada",52.9211149,-105.8091459
St. Lunaire-Griquet,Newfoundland,NA,NA,"St. Lunaire-Griquet, Newfoundland, Canada",51.519853,-55.463104
St. Margaret Village,Nova Scotia,NA,NA,"St. Margaret Village, Nova Scotia, Canada",46.9878774,-60.4702623
St. Martin de Beauce,Quebec,NA,NA,"St. Martin de Beauce, Quebec, Canada",45.9592501,-70.6562051
St. Martins,New Brunswick,NA,NA,"St. Martins, New Brunswick, Canada",45.349525,-65.5522091
St. Marys,Ontario,NA,NA,"St. Marys, Ontario, Canada",43.2570855,-81.1408629
St. Mary`s,Newfoundland,NA,NA,"St. Mary`s, Newfoundland, Canada",46.9132085,-53.573688
St. Michael,Alberta,NA,NA,"St. Michael, Alberta, Canada",53.8324845,-112.6287601
St. Moise,Quebec,NA,NA,"St. Moise, Quebec, Canada",48.551615,-67.851562
St. Paul,Alberta,NA,NA,"St. Paul, Alberta, Canada",53.9876467,-111.291114
St. Peters,Prince Edward Island,NA,NA,"St. Peters, Prince Edward Island, Canada",46.4191102,-62.5817788
St. Peter`s,Nova Scotia,NA,NA,"St. Peter`s, Nova Scotia, Canada",45.6560326,-60.875068
St. Raphael de Bellechasse,Quebec,NA,NA,"St. Raphael de Bellechasse, Quebec, Canada",46.795594,-70.755386
St. Regis,Ontario,NA,NA,"St. Regis, Ontario, Canada",43.6497715,-79.3803057
St. Sebastien,Quebec,NA,NA,"St. Sebastien, Quebec, Canada",45.7818928,-70.9684744
St. Stanislas de Champlain,Quebec,NA,NA,"St. Stanislas de Champlain, Quebec, Canada",NA,NA
St. Stephen,New Brunswick,NA,NA,"St. Stephen, New Brunswick, Canada",45.192667899999996,-67.2760077
St. Theodore de Chertsey,Quebec,NA,NA,"St. Theodore de Chertsey, Quebec, Canada",46.0746583,-73.8913187
St. Thomas,Ontario,NA,NA,"St. Thomas, Ontario, Canada",42.779022,-81.1929882
St. Victor de Beauce,Quebec,NA,NA,"St. Victor de Beauce, Quebec, Canada",46.148205,-70.905075
St. Vincent de Paul,Quebec,NA,NA,"St. Vincent de Paul, Quebec, Canada",45.6141689,-73.6570068
St. Vincent`s-St. Stephen`s-Pe,Newfoundland,NA,NA,"St. Vincent`s-St. Stephen`s-Pe, Newfoundland, Canada",NA,NA
St. Walburg,Saskatchewan,NA,NA,"St. Walburg, Saskatchewan, Canada",53.6309457,-109.2048274
Stand Off,Alberta,NA,NA,"Stand Off, Alberta, Canada",49.4617067,-113.300093
Standard,Alberta,NA,NA,"Standard, Alberta, Canada",51.1124509,-112.9802089
Stanley,New Brunswick,NA,NA,"Stanley, New Brunswick, Canada",46.2830621,-66.741204
Stanley Mission,Saskatchewan,NA,NA,"Stanley Mission, Saskatchewan, Canada",55.4121067,-104.565978
Stanstead,Quebec,NA,NA,"Stanstead, Quebec, Canada",45.0105049,-72.0974591
Star City,Saskatchewan,NA,NA,"Star City, Saskatchewan, Canada",52.8634517,-104.3326381
Starbuck,Manitoba,NA,NA,"Starbuck, Manitoba, Canada",49.7684764,-97.6182685
Stavely,Alberta,NA,NA,"Stavely, Alberta, Canada",50.1621453,-113.6402944
Stayner,Ontario,NA,NA,"Stayner, Ontario, Canada",44.4194642,-80.0904451
Ste-Adele,Quebec,NA,NA,"Ste-Adele, Quebec, Canada",45.951895,-74.1359579
Ste-Agathe,Quebec,NA,NA,"Ste-Agathe, Quebec, Canada",46.383068,-71.4095133
Ste-Agathe-des-Monts,Quebec,NA,NA,"Ste-Agathe-des-Monts, Quebec, Canada",46.046072,-74.279938
Ste-Agathe-Sud,Quebec,NA,NA,"Ste-Agathe-Sud, Quebec, Canada",46.0454786,-74.272431
Ste-Anne-de-Beaupre,Quebec,NA,NA,"Ste-Anne-de-Beaupre, Quebec, Canada",47.0260796,-70.9253362
Ste-Anne-de-Bellevue,Quebec,NA,NA,"Ste-Anne-de-Bellevue, Quebec, Canada",45.4038563,-73.9523976
Ste-Anne-de-la-Perade,Quebec,NA,NA,"Ste-Anne-de-la-Perade, Quebec, Canada",46.5714957,-72.2086114
Ste-Anne-de-Madawaska,New Brunswick,NA,NA,"Ste-Anne-de-Madawaska, New Brunswick, Canada",47.2451793,-68.0258529
Ste-Anne-de-Portneuf,Quebec,NA,NA,"Ste-Anne-de-Portneuf, Quebec, Canada",48.6273366,-69.0967712
Ste-Anne-des-Monts,Quebec,NA,NA,"Ste-Anne-des-Monts, Quebec, Canada",49.1263278,-66.4849502
Ste-Anne-des-Plaines,Quebec,NA,NA,"Ste-Anne-des-Plaines, Quebec, Canada",45.76417,-73.818855
Ste-Anne-du-Lac,Quebec,NA,NA,"Ste-Anne-du-Lac, Quebec, Canada",46.880611,-75.323982
Ste-Blandine,Quebec,NA,NA,"Ste-Blandine, Quebec, Canada",48.3620638,-68.4608604
Ste-Brigitte-de-Laval,Quebec,NA,NA,"Ste-Brigitte-de-Laval, Quebec, Canada",47.0025,-71.194496
Ste-Catherine,Quebec,NA,NA,"Ste-Catherine, Quebec, Canada",45.40049,-73.576257
Ste-Clotilde-de-Horton,Quebec,NA,NA,"Ste-Clotilde-de-Horton, Quebec, Canada",45.9924357,-72.236137
Ste-Eulalie,Quebec,NA,NA,"Ste-Eulalie, Quebec, Canada",46.111802,-72.250557
Ste-Felicite,Quebec,NA,NA,"Ste-Felicite, Quebec, Canada",46.9653717,-69.9495062
Ste-Foy,Quebec,NA,NA,"Ste-Foy, Quebec, Canada",46.7743268,-71.2994438
Ste-Genevieve,Quebec,NA,NA,"Ste-Genevieve, Quebec, Canada",45.4804749,-73.8701544
Ste-Helene-de-Bagot,Quebec,NA,NA,"Ste-Helene-de-Bagot, Quebec, Canada",45.7314785,-72.7358436
Ste-Henedine,Quebec,NA,NA,"Ste-Henedine, Quebec, Canada",46.559332,-70.984383
Ste-Jeanne-d`Arc,Quebec,NA,NA,"Ste-Jeanne-d`Arc, Quebec, Canada",48.8650471,-72.0840192
Ste-Julie,Quebec,NA,NA,"Ste-Julie, Quebec, Canada",45.5930624,-73.3395943
Ste-Julie-de-Vercheres,Quebec,NA,NA,"Ste-Julie-de-Vercheres, Quebec, Canada",NA,NA
Ste-Julienne,Quebec,NA,NA,"Ste-Julienne, Quebec, Canada",45.9624229,-73.710013
Ste-Justine,Quebec,NA,NA,"Ste-Justine, Quebec, Canada",46.410405,-70.348206
Ste-Lucie-de-Beauregard,Quebec,NA,NA,"Ste-Lucie-de-Beauregard, Quebec, Canada",46.737978,-70.023422
Ste-Madeleine,Quebec,NA,NA,"Ste-Madeleine, Quebec, Canada",45.594822,-73.093758
Ste-Marguerite,Quebec,NA,NA,"Ste-Marguerite, Quebec, Canada",46.5108351,-70.9373354
Ste-Marie-de-Beauce,Quebec,NA,NA,"Ste-Marie-de-Beauce, Quebec, Canada",46.450395,-71.030731
Ste-Marie-de-Blandford,Quebec,NA,NA,"Ste-Marie-de-Blandford, Quebec, Canada",46.3236475,-72.1799576
Ste-Marthe,Quebec,NA,NA,"Ste-Marthe, Quebec, Canada",45.4058059,-74.2970407
Ste-Marthe-sur-le-Lac,Quebec,NA,NA,"Ste-Marthe-sur-le-Lac, Quebec, Canada",45.5295339,-73.9326476
Ste-Perpetue,Quebec,NA,NA,"Ste-Perpetue, Quebec, Canada",47.057493,-69.927292
Ste-Petronille,Quebec,NA,NA,"Ste-Petronille, Quebec, Canada",46.8495417,-71.138147
Ste-Rosalie,Quebec,NA,NA,"Ste-Rosalie, Quebec, Canada",45.6452982,-72.8981076
Ste-Rose,Quebec,NA,NA,"Ste-Rose, Quebec, Canada",45.625284,-73.7644249
Ste-Rose-de-Watford,Quebec,NA,NA,"Ste-Rose-de-Watford, Quebec, Canada",46.3197847,-70.427050500000007
Ste-Rose-du-Nord,Quebec,NA,NA,"Ste-Rose-du-Nord, Quebec, Canada",48.388634,-70.587845
Ste-Sophie-de-Levrard,Quebec,NA,NA,"Ste-Sophie-de-Levrard, Quebec, Canada",46.428865,-72.110138
Ste-Thecle,Quebec,NA,NA,"Ste-Thecle, Quebec, Canada",46.8152514,-72.5062351
Ste-Therese,Quebec,NA,NA,"Ste-Therese, Quebec, Canada",45.6342923,-73.8362379
Ste-Veronique,Quebec,NA,NA,"Ste-Veronique, Quebec, Canada",46.5144019,-74.991016
Ste-Victoire,Quebec,NA,NA,"Ste-Victoire, Quebec, Canada",45.94924,-73.088951
Ste. Agathe,Manitoba,NA,NA,"Ste. Agathe, Manitoba, Canada",49.5668153,-97.182039
Ste. Agathe de Lotbiniere,Quebec,NA,NA,"Ste. Agathe de Lotbiniere, Quebec, Canada",46.384123,-71.409416
Ste. Angele de Laval,Quebec,NA,NA,"Ste. Angele de Laval, Quebec, Canada",NA,NA
Ste. Cecile Masham,Quebec,NA,NA,"Ste. Cecile Masham, Quebec, Canada",45.6363224,-75.8265706
Ste. Claire de Dorchester,Quebec,NA,NA,"Ste. Claire de Dorchester, Quebec, Canada",NA,NA
Ste. Croix de Lotbiniere,Quebec,NA,NA,"Ste. Croix de Lotbiniere, Quebec, Canada",46.6219924,-71.7362982
Ste. Gertrude,Quebec,NA,NA,"Ste. Gertrude, Quebec, Canada",46.30063,-72.2736423
Ste. Justine de Newton,Quebec,NA,NA,"Ste. Justine de Newton, Quebec, Canada",45.3756735,-74.416373
Ste. Martine,Quebec,NA,NA,"Ste. Martine, Quebec, Canada",45.246129,-73.804436
Ste. Methode de Frontenac,Quebec,NA,NA,"Ste. Methode de Frontenac, Quebec, Canada",46.0779142,-71.2006336
Ste. Monique de Nicolet,Quebec,NA,NA,"Ste. Monique de Nicolet, Quebec, Canada",46.158907,-72.535515
Ste. Rose du Lac,Manitoba,NA,NA,"Ste. Rose du Lac, Manitoba, Canada",51.0591249,-99.5194226
Steady Brook,Newfoundland,NA,NA,"Steady Brook, Newfoundland, Canada",48.9623474,-57.8126067
Steep Rock,Manitoba,NA,NA,"Steep Rock, Manitoba, Canada",51.4416741,-98.7994461
Steinbach,Manitoba,NA,NA,"Steinbach, Manitoba, Canada",49.5254414,-96.6854275
Stellarton,Nova Scotia,NA,NA,"Stellarton, Nova Scotia, Canada",45.5574527,-62.6591139
Stephenville,Newfoundland,NA,NA,"Stephenville, Newfoundland, Canada",48.5452022,-58.5871146
Stephenville Crossing,Newfoundland,NA,NA,"Stephenville Crossing, Newfoundland, Canada",48.5215037,-58.4581075
Stettler,Alberta,NA,NA,"Stettler, Alberta, Canada",52.3228746,-112.71302
Stevensville,Ontario,NA,NA,"Stevensville, Ontario, Canada",42.944708,-79.0548733
Stewart,British Columbia,NA,NA,"Stewart, British Columbia, Canada",55.9383088,-129.9911761
Stewarttown,Ontario,NA,NA,"Stewarttown, Ontario, Canada",43.6282214,-79.9214278
Stewiacke,Nova Scotia,NA,NA,"Stewiacke, Nova Scotia, Canada",45.1371295,-63.3483698
Stirling,Alberta,NA,NA,"Stirling, Alberta, Canada",49.503059,-112.525082
Stirling,Ontario,NA,NA,"Stirling, Ontario, Canada",44.2962217,-77.5473774
Stockholm,Saskatchewan,NA,NA,"Stockholm, Saskatchewan, Canada",50.6574522,-102.3026019
Stoke,Quebec,NA,NA,"Stoke, Quebec, Canada",45.5337174,-71.8041195
Stoke`s Bay,Ontario,NA,NA,"Stoke`s Bay, Ontario, Canada",NA,NA
Stoneham,Quebec,NA,NA,"Stoneham, Quebec, Canada",46.9996075,-71.3694747
Stonewall,Manitoba,NA,NA,"Stonewall, Manitoba, Canada",50.1347338,-97.3266552
Stoney Creek,Ontario,NA,NA,"Stoney Creek, Ontario, Canada",43.2167526,-79.7567616
Stoney Point,Ontario,NA,NA,"Stoney Point, Ontario, Canada",42.3048504,-82.5479704
Stony Plain,Alberta,NA,NA,"Stony Plain, Alberta, Canada",53.5289862,-114.004873
Stony Rapids,Saskatchewan,NA,NA,"Stony Rapids, Saskatchewan, Canada",59.2572509,-105.8342778
Storthoaks,Saskatchewan,NA,NA,"Storthoaks, Saskatchewan, Canada",49.3891919,-101.604221
Stouffville,Ontario,NA,NA,"Stouffville, Ontario, Canada",43.9717581,-79.2454446
Stoughton,Saskatchewan,NA,NA,"Stoughton, Saskatchewan, Canada",49.6794164,-103.0261084
Straffordville,Ontario,NA,NA,"Straffordville, Ontario, Canada",42.7487157,-80.7778038
Strasbourg,Saskatchewan,NA,NA,"Strasbourg, Saskatchewan, Canada",51.0704195,-104.9568557
Stratford,Ontario,NA,NA,"Stratford, Ontario, Canada",43.3700899,-80.9818016
Stratford,Prince Edward Island,NA,NA,"Stratford, Prince Edward Island, Canada",46.2171095,-63.0892525
Stratford,Quebec,NA,NA,"Stratford, Quebec, Canada",45.7803871,-71.2815573
Strathclair,Manitoba,NA,NA,"Strathclair, Manitoba, Canada",50.4044635,-100.3955365
Strathmore,Alberta,NA,NA,"Strathmore, Alberta, Canada",51.0435486,-113.3998479
Strathroy,Ontario,NA,NA,"Strathroy, Ontario, Canada",42.9549523,-81.6224961
Stratton,Ontario,NA,NA,"Stratton, Ontario, Canada",48.6851278,-94.1633302
Streetsville,Ontario,NA,NA,"Streetsville, Ontario, Canada",43.5761899,-79.7089736
Strome,Alberta,NA,NA,"Strome, Alberta, Canada",52.8108331,-112.0615328
Strongfield,Saskatchewan,NA,NA,"Strongfield, Saskatchewan, Canada",51.3322968,-106.5997622
Stroud,Ontario,NA,NA,"Stroud, Ontario, Canada",44.3244031,-79.6192879
Stukely-Sud,Quebec,NA,NA,"Stukely-Sud, Quebec, Canada",45.321254,-72.418442
Sturgeon Falls,Ontario,NA,NA,"Sturgeon Falls, Ontario, Canada",46.3653409,-79.9321566
Sturgis,Saskatchewan,NA,NA,"Sturgis, Saskatchewan, Canada",51.9379329,-102.53993
Sudbury,Ontario,NA,NA,"Sudbury, Ontario, Canada",46.49272,-80.991211
Sultan,Ontario,NA,NA,"Sultan, Ontario, Canada",47.5939789,-82.7565623
Summer Beaver,Ontario,NA,NA,"Summer Beaver, Ontario, Canada",52.7077209,-88.5419171
Summerford,Newfoundland,NA,NA,"Summerford, Newfoundland, Canada",49.500242,-54.780579
Summerland,British Columbia,NA,NA,"Summerland, British Columbia, Canada",49.6,-119.666667
Summerside,Newfoundland,NA,NA,"Summerside, Newfoundland, Canada",48.9874737,-57.966448
Summerside,Prince Edward Island,NA,NA,"Summerside, Prince Edward Island, Canada",46.394259,-63.7892386
Summerville,New Brunswick,NA,NA,"Summerville, New Brunswick, Canada",45.3678539,-66.104321
Summit Lake,British Columbia,NA,NA,"Summit Lake, British Columbia, Canada",54.2976279,-122.65887
Sunderland,Ontario,NA,NA,"Sunderland, Ontario, Canada",44.263396,-79.0662
Sundre,Alberta,NA,NA,"Sundre, Alberta, Canada",51.7971381,-114.6394088
Sundridge,Ontario,NA,NA,"Sundridge, Ontario, Canada",45.7710789,-79.3957685
Sunnyside,Newfoundland,NA,NA,"Sunnyside, Newfoundland, Canada",47.8595825,-53.9209544
Surrey,British Columbia,NA,NA,"Surrey, British Columbia, Canada",49.1913033,-122.849143
Sussex,New Brunswick,NA,NA,"Sussex, New Brunswick, Canada",45.7234763,-65.5104239
Sutton,Ontario,NA,NA,"Sutton, Ontario, Canada",44.310301,-79.365311
Sutton,Quebec,NA,NA,"Sutton, Quebec, Canada",45.1115241,-72.6186317
Swan Hills,Alberta,NA,NA,"Swan Hills, Alberta, Canada",54.7180657,-115.4008258
Swan Lake,Manitoba,NA,NA,"Swan Lake, Manitoba, Canada",52.496163,-100.7681248
Swan River,Manitoba,NA,NA,"Swan River, Manitoba, Canada",52.1076932,-101.2546797
Swastika,Ontario,NA,NA,"Swastika, Ontario, Canada",48.1087386,-80.1043346
Swift Current,Saskatchewan,NA,NA,"Swift Current, Saskatchewan, Canada",50.2849138,-107.7984496
Swift River,Yukon,NA,NA,"Swift River, Yukon, Canada",60.0019364,-131.1893369
Sydenham,Ontario,NA,NA,"Sydenham, Ontario, Canada",44.4107513,-76.5966864
Sydney,Nova Scotia,NA,NA,"Sydney, Nova Scotia, Canada",46.1382112,-60.1941912
Sylvan Lake,Alberta,NA,NA,"Sylvan Lake, Alberta, Canada",52.3102136,-114.0974155
Taber,Alberta,NA,NA,"Taber, Alberta, Canada",49.8895343,-112.0488074
Tabusintac,New Brunswick,NA,NA,"Tabusintac, New Brunswick, Canada",47.3187289,-65.0157552
Tachie,British Columbia,NA,NA,"Tachie, British Columbia, Canada",54.6535475,-124.7589058
Tadoule Lake,Manitoba,NA,NA,"Tadoule Lake, Manitoba, Canada",58.7194961,-98.4858764
Tadoussac,Quebec,NA,NA,"Tadoussac, Quebec, Canada",48.1433429,-69.7174574
Tagish,Yukon,NA,NA,"Tagish, Yukon, Canada",60.314831,-134.2714915
Tahsis,British Columbia,NA,NA,"Tahsis, British Columbia, Canada",49.9152219,-126.6634768
Tamworth,Ontario,NA,NA,"Tamworth, Ontario, Canada",44.4870643,-76.9945132
Tangier,Nova Scotia,NA,NA,"Tangier, Nova Scotia, Canada",44.8053895,-62.6942809
Tantallon,Saskatchewan,NA,NA,"Tantallon, Saskatchewan, Canada",50.5363418,-101.8416277
Tara,Ontario,NA,NA,"Tara, Ontario, Canada",44.4775884,-81.1462111
Taschereau,Quebec,NA,NA,"Taschereau, Quebec, Canada",48.6626064,-78.6830135
Tasiujaq,Quebec,NA,NA,"Tasiujaq, Quebec, Canada",58.6978307,-69.9318091
Tatamagouche,Nova Scotia,NA,NA,"Tatamagouche, Nova Scotia, Canada",45.7109353,-63.2879017
Tatla Lake,British Columbia,NA,NA,"Tatla Lake, British Columbia, Canada",51.9784354,-124.4308234
Tavistock,Ontario,NA,NA,"Tavistock, Ontario, Canada",43.321040000000004,-80.8363123
Taylor,British Columbia,NA,NA,"Taylor, British Columbia, Canada",56.159227,-120.6867691
Taylor Corners,Ontario,NA,NA,"Taylor Corners, Ontario, Canada",NA,NA
Tecumseh,Ontario,NA,NA,"Tecumseh, Ontario, Canada",42.3117951,-82.8861974
Teeswater,Ontario,NA,NA,"Teeswater, Ontario, Canada",43.9981333,-81.2866129
Telegraph Creek,British Columbia,NA,NA,"Telegraph Creek, British Columbia, Canada",57.9044519,-131.1579821
Telkwa,British Columbia,NA,NA,"Telkwa, British Columbia, Canada",54.6965165,-127.0509663
Temagami,Ontario,NA,NA,"Temagami, Ontario, Canada",47.062638,-79.789581
Temiscaming,Quebec,NA,NA,"Temiscaming, Quebec, Canada",46.7219118,-79.0954543
Terra Nova,Newfoundland,NA,NA,"Terra Nova, Newfoundland, Canada",48.53323,-53.8919401
Terrace,British Columbia,NA,NA,"Terrace, British Columbia, Canada",54.5172715,-128.599548
Terrace Bay,Ontario,NA,NA,"Terrace Bay, Ontario, Canada",48.782437,-87.102356
Terrasse Vaudreuil,Quebec,NA,NA,"Terrasse Vaudreuil, Quebec, Canada",45.390735,-73.98674
Terrebonne,Quebec,NA,NA,"Terrebonne, Quebec, Canada",45.6951527,-73.6350148
Terrenceville,Newfoundland,NA,NA,"Terrenceville, Newfoundland, Canada",47.6599136,-54.7170122
Teslin,Yukon,NA,NA,"Teslin, Yukon, Canada",60.1659505,-132.7248774
Tete-a-la-Baleine,Quebec,NA,NA,"Tete-a-la-Baleine, Quebec, Canada",50.7025322,-59.322543
Teulon,Manitoba,NA,NA,"Teulon, Manitoba, Canada",50.383333,-97.266667
Thamesford,Ontario,NA,NA,"Thamesford, Ontario, Canada",43.0588881,-80.9963088
Thamesville,Ontario,NA,NA,"Thamesville, Ontario, Canada",42.5518069,-81.9771193
The Eabametoong (Fort Hope) Fi,Ontario,NA,NA,"The Eabametoong (Fort Hope) Fi, Ontario, Canada",NA,NA
The Pas,Manitoba,NA,NA,"The Pas, Manitoba, Canada",53.8224172,-101.2405153
Thedford,Ontario,NA,NA,"Thedford, Ontario, Canada",43.1639393,-81.8529319
Theodore,Saskatchewan,NA,NA,"Theodore, Saskatchewan, Canada",51.4242602,-102.921888
Thessalon,Ontario,NA,NA,"Thessalon, Ontario, Canada",46.2578649,-83.5575445
Thessalon First Nation,Ontario,NA,NA,"Thessalon First Nation, Ontario, Canada",46.2526909,-83.4129795
Thetford Mines,Quebec,NA,NA,"Thetford Mines, Quebec, Canada",46.091329,-71.30127
Thicket Portage,Manitoba,NA,NA,"Thicket Portage, Manitoba, Canada",55.3189327,-97.6879901
Thompson,Manitoba,NA,NA,"Thompson, Manitoba, Canada",55.743347,-97.863464
Thorburn,Nova Scotia,NA,NA,"Thorburn, Nova Scotia, Canada",45.5648529,-62.5471859
Thorhild,Alberta,NA,NA,"Thorhild, Alberta, Canada",54.2507824,-113.0570669
Thornbury,Ontario,NA,NA,"Thornbury, Ontario, Canada",44.5618428,-80.4528539
Thorndale,Ontario,NA,NA,"Thorndale, Ontario, Canada",43.1054531,-81.1401989
Thorne,Ontario,NA,NA,"Thorne, Ontario, Canada",46.7003775,-79.1017128
Thornhill,Ontario,NA,NA,"Thornhill, Ontario, Canada",43.8219222,-79.4738223
Thorold,Ontario,NA,NA,"Thorold, Ontario, Canada",43.1249127,-79.2005935
Thorsby,Alberta,NA,NA,"Thorsby, Alberta, Canada",53.2273921,-114.0506558
